WORK_ID,MP_NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED_DATE,ALLOCATION_AMOUNT,IDA_APPROVAL,STATUS,HOUSE,is_fraud,fraud_type
fd740e9e,MP 0040,NA - construction of cremation ground shed,Normal/Others,Telangana,Telangana Constituency 40,IDA 0108,,Ward 15,Block 13,,2023-07-14,298870,Action Pending,Completed,Rajya Sabha,0,
79479e29,MP 0050,NA - installation of street lights,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 50,IDA 0074,,,Block 11,,2023-07-13,270253,Rejected by IDA,Sanctioned,Rajya Sabha,0,
9613f53b,MP 0035,NA - installation of CCTV surveillance system,Normal/Others,West Bengal,West Bengal Constituency 35,IDA 0094,,,,,2023-06-23,437141,Action Pending,Sanctioned,Lok Sabha,0,
c0908bc1,MP 0276,NA - installation of CCTV surveillance system,Normal/Others,Delhi,Delhi Constituency 276,IDA 0232,,,Block 3,,2023-04-21,152402,Approved by IDA,Unsanctioned,Lok Sabha,0,
036ebda1,MP 0235,NA - renovation of government school building,Normal/Others,Rajasthan,Rajasthan Constituency 235,IDA 0162,,,,Village 47,2024-01-05,1514162,Approved by IDA,Unsanctioned,Lok Sabha,0,
8ad457db,MP 0062,NA - construction of boundary wall for school,Normal/Others,Kerala,Kerala Constituency 62,IDA 0042,,Ward 12,,,2024-01-16,471292,Action Pending,Completed,Lok Sabha,0,
8614e05a,MP 0032,NA - repair of internal roads,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 32,IDA 0337,,,Block 7,,2023-06-28,548010,Action Pending,Ongoing,Lok Sabha,0,
06141e0c,MP 0083,NA – installation of hand pumps and borewells (Phase 2),Normal/Others,Maharashtra,Maharashtra Constituency 83,IDA 0378,,,Block 12,,2023-11-12,75182,Approved by IDA,Sanctioned,Lok Sabha,1,duplicate
ddf6a6f2,MP 0218,NA - installation of RO water purification unit,Normal/Others,Punjab,Punjab Constituency 218,IDA 0039,,,Block 2,Village 8,2023-04-26,301636,Approved by IDA,Ongoing,Lok Sabha,1,duplicate
4311bdae,MP 0190,NA - installation of solar street lights,Normal/Others,Karnataka,Karnataka Constituency 190,IDA 0359,,,,Village 90,2023-05-08,189284,Approved by IDA,Sanctioned,Lok Sabha,0,
d8daaa5c,MP 0145,NA - installation of RO water purification unit,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 145,IDA 0206,,Ward 8,,,2023-10-29,247182,Action Pending,Unsanctioned,Rajya Sabha,0,
3407acfb,MP 0282,NA - installation of solar street lights,Normal/Others,Delhi,Delhi Constituency 282,IDA 0295,,,,,2023-09-21,346969,Action Pending,Unsanctioned,Lok Sabha,0,
706816c5,MP 0269,NA - installation of CCTV surveillance system,Normal/Others,Haryana,Haryana Constituency 269,IDA 0279,,,,,2023-09-27,320256,Action Pending,Ongoing,Lok Sabha,0,
76b43869,MP 0180,NA - installation of solar street lights,Normal/Others,Haryana,Haryana Constituency 180,IDA 0360,,,,,2024-02-21,245560,Action Pending,Unsanctioned,Lok Sabha,0,
3e310cc3,MP 0293,NA - development of public park,Normal/Others,Bihar,Bihar Constituency 293,IDA 0055,,,Block 15,Village 23,2023-08-01,1030209,Approved by IDA,Unsanctioned,Rajya Sabha,0,
305ad0bc,MP 0134,NA - installation of RO water purification unit,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 134,IDA 0055,,,Block 3,Village 65,2024-01-19,206198,Action Pending,Unsanctioned,Lok Sabha,0,
4e6333a4,MP 0194,NA - installation of street lights,Normal/Others,Delhi,Delhi Constituency 194,IDA 0249,,Ward 8,Block 15,Village 56,2023-07-19,247496,Approved by IDA,Unsanctioned,Rajya Sabha,0,
01566aa6,MP 0123,NA - construction of drainage system,Normal/Others,Uttarakhand,Uttarakhand Constituency 123,IDA 0005,,,Block 8,,2023-05-16,1425206,Action Pending,Unsanctioned,Rajya Sabha,0,
00e69bdc,MP 0122,NA - installation of hand pumps and borewells,Normal/Others,Kerala,Kerala Constituency 122,IDA 0183,,,Block 7,Village 86,2023-11-22,184029,Action Pending,Ongoing,Lok Sabha,0,
400dfaff,MP 0125,NA – repair and renovation of anganwadi center (Phase 2),Normal/Others,Chhattisgarh,Chhattisgarh Constituency 125,IDA 0076,,,,Village 59,2023-06-06,329682,Action Pending,Sanctioned,Lok Sabha,1,duplicate
20ed884c,MP 0063,NA – installation of street lights (Phase 3),Normal/Others,Gujarat,Gujarat Constituency 63,IDA 0304,,,Block 13,Village 30,2023-11-15,230421,Action Pending,Sanctioned,Rajya Sabha,1,duplicate
e94781b8,MP 0010,NA - repair and renovation of anganwadi center,Normal/Others,Jharkhand,Jharkhand Constituency 10,IDA 0376,,,,Village 81,2024-02-24,483092,Action Pending,Unsanctioned,Lok Sabha,0,
429ca090,MP 0109,NA - installation of solar street lights,Normal/Others,Karnataka,Karnataka Constituency 109,IDA 0107,,Ward 18,Block 1,Village 21,2023-10-19,413853,Action Pending,Unsanctioned,Rajya Sabha,0,
f0418f90,MP 0267,NA - construction of cremation ground shed,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 267,IDA 0318,,,,,2023-04-05,535735,Approved by IDA,Completed,Lok Sabha,0,
5261d882,MP 0227,NA - installation of solar street lights,Normal/Others,Assam,Assam Constituency 227,IDA 0315,,Ward 29,,,2024-01-02,203694,Action Pending,Completed,Lok Sabha,0,
4339e9b0,MP 0092,NA - repair of internal roads,Normal/Others,Odisha,Odisha Constituency 92,IDA 0274,,,Block 10,,2023-08-12,975046,Action Pending,Unsanctioned,Lok Sabha,0,
9ba9d15e,MP 0102,NA - construction of cremation ground shed,Normal/Others,Haryana,Haryana Constituency 102,IDA 0302,,,Block 7,Village 56,2023-11-26,240132,Approved by IDA,Ongoing,Lok Sabha,0,
a28d438c,MP 0189,NA - installation of hand pumps and borewells,Normal/Others,Karnataka,Karnataka Constituency 189,IDA 0120,,,,,2023-09-26,61335,Action Pending,Ongoing,Lok Sabha,0,
b1e95848,MP 0287,NA - installation of hand pumps and borewells,Normal/Others,Maharashtra,Maharashtra Constituency 287,IDA 0249,,,Block 15,,2023-06-17,105129,Action Pending,Unsanctioned,Rajya Sabha,0,
db84125c,MP 0080,NA - renovation of government school building,Normal/Others,Haryana,Haryana Constituency 80,IDA 0015,,,Block 14,Village 25,2024-01-23,1426682,Action Pending,Sanctioned,Lok Sabha,0,
7dc1cb13,MP 0049,NA - installation of street lights,Normal/Others,Haryana,Haryana Constituency 49,IDA 0087,,,,,2023-09-11,218205,Action Pending,Ongoing,Rajya Sabha,0,
1a7aa035,MP 0025,NA - installation of RO water purification unit,Normal/Others,Delhi,Delhi Constituency 25,IDA 0123,,,Block 2,,2023-08-25,339979,Action Pending,Ongoing,Rajya Sabha,0,
2c05a424,MP 0298,NA - installation of solar street lights,Normal/Others,Karnataka,Karnataka Constituency 298,IDA 0180,,,,,2024-01-17,364478,Rejected by IDA,Unsanctioned,Lok Sabha,0,
c428f349,MP 0274,NA - installation of CCTV surveillance system,Normal/Others,Rajasthan,Rajasthan Constituency 274,IDA 0186,,Ward 7,,Village 20,2024-02-28,326742,Approved by IDA,Unsanctioned,Lok Sabha,0,
1ee43d8c,MP 0262,NA - construction of cremation ground shed,Normal/Others,Kerala,Kerala Constituency 262,IDA 0375,,,,,2023-07-25,499353,Approved by IDA,Unsanctioned,Lok Sabha,0,
b14f39fe,MP 0098,NA - installation of CCTV surveillance system,Normal/Others,Gujarat,Gujarat Constituency 98,IDA 0388,,,,Village 51,2023-04-08,594895,Action Pending,Completed,Lok Sabha,0,
d9339d15,MP 0111,NA - installation of RO water purification unit,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 111,IDA 0326,,Ward 20,Block 11,,2024-02-26,200870,Rejected by IDA,Unsanctioned,Lok Sabha,0,
3d5b7698,MP 0285,NA - repair and renovation of anganwadi center,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 285,IDA 0368,,,,,2023-10-29,340481,Action Pending,Unsanctioned,Rajya Sabha,0,
d7e71e73,MP 0274,NA - construction of cremation ground shed,Normal/Others,Rajasthan,Rajasthan Constituency 274,IDA 0003,,,,,2024-02-12,531483,Action Pending,Unsanctioned,Lok Sabha,0,
a0fc1447,MP 0001,NA - construction of public toilet complex,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 1,IDA 0372,,,Block 15,,2023-08-09,539421,Action Pending,Unsanctioned,Lok Sabha,0,
a7e14bf3,MP 0234,NA - renovation of government school building,Normal/Others,Karnataka,Karnataka Constituency 234,IDA 0100,,Ward 4,Block 6,,2023-10-25,1504616,Approved by IDA,Unsanctioned,Rajya Sabha,0,
c47d2a7d,MP 0262,NA - construction of boundary wall for school,Normal/Others,Kerala,Kerala Constituency 262,IDA 0005,,,,Village 74,2023-11-19,431151,Action Pending,Unsanctioned,Rajya Sabha,0,
222edefc,MP 0283,NA - construction of cremation ground shed,Normal/Others,Punjab,Punjab Constituency 283,IDA 0336,,Ward 15,Block 8,Village 54,2023-11-13,559462,Approved by IDA,Unsanctioned,Lok Sabha,1,vendor_capture
35155fce,MP 0174,NA - construction of drainage system,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 174,IDA 0056,,,Block 6,,2023-06-12,539411,Action Pending,Unsanctioned,Rajya Sabha,0,
c4fbd260,MP 0139,NA - construction of public toilet complex,Normal/Others,Gujarat,Gujarat Constituency 139,IDA 0165,,Ward 25,,,2024-02-06,405073,Approved by IDA,Sanctioned,Lok Sabha,0,
bd787c4d,MP 0153,NA - construction of drainage system,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 153,IDA 0298,,,,,2024-03-20,1747898,Action Pending,Unsanctioned,Lok Sabha,0,
41c71085,MP 0121,NA - repair and renovation of anganwadi center,Normal/Others,Kerala,Kerala Constituency 121,IDA 0041,,Ward 17,Block 14,,2023-10-31,479019,Action Pending,Unsanctioned,Lok Sabha,1,structuring
30ae825a,MP 0278,NA - construction of public toilet complex,Normal/Others,Maharashtra,Maharashtra Constituency 278,IDA 0189,,,Block 15,Village 2,2023-06-09,485731,Approved by IDA,Unsanctioned,Lok Sabha,0,
ac0119cb,MP 0298,NA - installation of CCTV surveillance system,Normal/Others,Karnataka,Karnataka Constituency 298,IDA 0118,,Ward 8,,Village 61,2024-03-07,294758,Action Pending,Unsanctioned,Lok Sabha,0,
568ced82,MP 0103,NA - construction of drainage system,Normal/Others,Gujarat,Gujarat Constituency 103,IDA 0278,,,Block 10,,2023-08-24,1043084,Approved by IDA,Unsanctioned,Lok Sabha,0,
fc9455dd,MP 0072,NA - installation of CCTV surveillance system,Normal/Others,Uttarakhand,Uttarakhand Constituency 72,IDA 0261,,,Block 9,,2023-05-03,464562,Action Pending,Unsanctioned,Lok Sabha,0,
61873ae0,MP 0044,NA - construction of public toilet complex,Normal/Others,Assam,Assam Constituency 44,IDA 0378,,Ward 16,Block 11,,2023-06-28,375053,Action Pending,Unsanctioned,Lok Sabha,0,
b75086e3,MP 0078,NA – development of public park (Phase 3),Normal/Others,Kerala,Kerala Constituency 78,IDA 0305,,Ward 18,,,2023-09-16,1406843,Action Pending,Sanctioned,Lok Sabha,1,duplicate
aeb3cc87,MP 0232,NA - installation of street lights,Normal/Others,Odisha,Odisha Constituency 232,IDA 0260,,Ward 3,Block 4,Village 33,2024-02-06,192176,Action Pending,Unsanctioned,Lok Sabha,0,
6b5284e0,MP 0154,NA - installation of solar street lights,Normal/Others,Uttarakhand,Uttarakhand Constituency 154,IDA 0205,,Ward 21,,Village 56,2023-05-30,455145,Rejected by IDA,Unsanctioned,Rajya Sabha,0,
b9f33c29,MP 0179,NA - development of public park,Normal/Others,Rajasthan,Rajasthan Constituency 179,IDA 0361,,,,Village 94,2023-07-23,2434050,Action Pending,Sanctioned,Lok Sabha,1,structuring
66652e1e,MP 0228,NA - installation of hand pumps and borewells,Normal/Others,Maharashtra,Maharashtra Constituency 228,IDA 0240,,,Block 2,,2024-02-06,135715,Action Pending,Unsanctioned,Lok Sabha,0,
49ef883c,MP 0044,NA - installation of CCTV surveillance system,Normal/Others,Assam,Assam Constituency 44,IDA 0333,,,Block 13,,2023-12-10,291245,Approved by IDA,Unsanctioned,Rajya Sabha,0,
98466d5e,MP 0211,NA – repair and renovation of anganwadi center (Phase 1),Normal/Others,Rajasthan,Rajasthan Constituency 211,IDA 0383,,Ward 5,Block 5,,2023-12-15,574552,Action Pending,Unsanctioned,Rajya Sabha,1,duplicate
64f6b114,MP 0261,NA - installation of street lights,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 261,IDA 0370,,Ward 3,Block 2,,2024-03-31,272153,Action Pending,Sanctioned,Lok Sabha,0,
373b5c0b,MP 0187,NA - installation of street lights,Normal/Others,Assam,Assam Constituency 187,IDA 0154,,Ward 21,Block 12,Village 85,2023-11-29,997715,Action Pending,Unsanctioned,Lok Sabha,1,overpricing
5e929909,MP 0113,NA - installation of solar street lights,Normal/Others,Bihar,Bihar Constituency 113,IDA 0254,,,Block 3,Village 97,2023-11-25,320604,Action Pending,Unsanctioned,Rajya Sabha,0,
f20fd8e1,MP 0157,NA - installation of street lights,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 157,IDA 0247,,,,Village 87,2023-05-08,132898,Approved by IDA,Unsanctioned,Lok Sabha,0,
604df438,MP 0266,NA - construction of community hall,Normal/Others,Assam,Assam Constituency 266,IDA 0295,,,,Village 43,2024-03-23,1815005,Action Pending,Unsanctioned,Lok Sabha,0,
2360d452,MP 0293,NA - installation of CCTV surveillance system,Normal/Others,Bihar,Bihar Constituency 293,IDA 0000,,,,Village 7,2024-01-03,488610,Action Pending,Sanctioned,Lok Sabha,0,
b6c6ee7c,MP 0068,NA - installation of solar street lights,Normal/Others,Telangana,Telangana Constituency 68,IDA 0362,,,,,2024-03-19,184038,Action Pending,Sanctioned,Rajya Sabha,0,
a814215a,MP 0104,NA - construction of community hall,Normal/Others,Delhi,Delhi Constituency 104,IDA 0384,,,Block 6,,2023-06-05,2354279,Action Pending,Sanctioned,Lok Sabha,0,
cc56a543,MP 0222,NA - repair of internal roads,Normal/Others,West Bengal,West Bengal Constituency 222,IDA 0120,,,Block 3,Village 82,2023-04-24,1988736,Action Pending,Unsanctioned,Lok Sabha,0,
cd68cc35,MP 0201,NA - construction of public toilet complex,Normal/Others,Maharashtra,Maharashtra Constituency 201,IDA 0177,,,Block 10,Village 76,2023-05-25,509668,Approved by IDA,Completed,Lok Sabha,0,
a3217879,MP 0275,NA - construction of public toilet complex,Normal/Others,Maharashtra,Maharashtra Constituency 275,IDA 0231,,,Block 3,Village 30,2023-07-21,527452,Approved by IDA,Completed,Lok Sabha,0,
c6e00384,MP 0253,NA - installation of hand pumps and borewells,Normal/Others,Karnataka,Karnataka Constituency 253,IDA 0394,,Ward 13,,Village 37,2024-02-21,72408,Approved by IDA,Unsanctioned,Lok Sabha,0,
e62c542d,MP 0042,NA - construction of public toilet complex,Normal/Others,Gujarat,Gujarat Constituency 42,IDA 0165,,,,,2023-07-12,544127,Approved by IDA,Completed,Lok Sabha,0,
23077613,MP 0016,NA - construction of community hall,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 16,IDA 0354,,Ward 18,Block 7,,2023-08-30,3023800,Action Pending,Sanctioned,Lok Sabha,0,
0ed087a5,MP 0287,NA - installation of street lights,Normal/Others,Maharashtra,Maharashtra Constituency 287,IDA 0203,,Ward 3,,,2024-03-01,224222,Action Pending,Unsanctioned,Lok Sabha,0,
c14f8301,MP 0105,NA - installation of RO water purification unit,Normal/Others,Jharkhand,Jharkhand Constituency 105,IDA 0234,,Ward 2,,,2023-09-08,298125,Action Pending,Unsanctioned,Rajya Sabha,0,
b9141af8,MP 0248,NA - installation of CCTV surveillance system,Normal/Others,West Bengal,West Bengal Constituency 248,IDA 0366,,,,,2023-05-09,586605,Approved by IDA,Sanctioned,Rajya Sabha,1,ghost_project
d13d49d3,MP 0193,NA - construction of public toilet complex,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 193,IDA 0241,,,Block 4,Village 25,2023-09-27,344393,Approved by IDA,Ongoing,Lok Sabha,0,
28d75709,MP 0150,NA - repair and renovation of anganwadi center,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 150,IDA 0065,,Ward 22,,Village 12,2023-08-21,287054,Approved by IDA,Sanctioned,Lok Sabha,0,
c7508d85,MP 0292,NA - construction of community hall,Normal/Others,Uttarakhand,Uttarakhand Constituency 292,IDA 0323,,Ward 28,,Village 88,2023-04-18,3760899,Approved by IDA,Unsanctioned,Lok Sabha,0,
19eaae53,MP 0143,NA - construction of drainage system,Normal/Others,West Bengal,West Bengal Constituency 143,IDA 0344,,,Block 8,Village 1,2024-02-09,923097,Approved by IDA,Unsanctioned,Lok Sabha,0,
9f467882,MP 0254,NA - repair and renovation of anganwadi center,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 254,IDA 0125,,Ward 17,,,2023-10-14,527616,Approved by IDA,Unsanctioned,Lok Sabha,0,
af886563,MP 0193,NA - installation of solar street lights,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 193,IDA 0145,,,Block 3,,2023-06-05,319351,Approved by IDA,Sanctioned,Lok Sabha,0,
3b8b51df,MP 0213,NA - construction of cremation ground shed,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 213,IDA 0217,,,Block 11,,2023-06-16,438142,Action Pending,Completed,Lok Sabha,0,
015e3b96,MP 0100,NA - development of public park,Normal/Others,Karnataka,Karnataka Constituency 100,IDA 0320,,,,,2023-04-14,970415,Rejected by IDA,Unsanctioned,Lok Sabha,1,structuring
e3d73fcb,MP 0292,NA - construction of drainage system,Normal/Others,Uttarakhand,Uttarakhand Constituency 292,IDA 0155,,,,Village 74,2023-11-29,440946,Action Pending,Sanctioned,Lok Sabha,0,
b62a2f97,MP 0245,NA - construction of drainage system,Normal/Others,Bihar,Bihar Constituency 245,IDA 0024,,,,Village 32,2023-08-23,1163984,Action Pending,Sanctioned,Lok Sabha,0,
5269321c,MP 0193,NA - installation of RO water purification unit,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 193,IDA 0144,,,,,2023-04-16,266269,Approved by IDA,Unsanctioned,Lok Sabha,0,
88416801,MP 0129,NA - installation of solar street lights,Normal/Others,West Bengal,West Bengal Constituency 129,IDA 0293,,,Block 3,,2023-09-03,285857,Approved by IDA,Unsanctioned,Lok Sabha,0,
1dd273ae,MP 0100,NA - construction of drainage system,Normal/Others,Karnataka,Karnataka Constituency 100,IDA 0397,,,Block 4,,2023-10-03,1158935,Approved by IDA,Completed,Rajya Sabha,0,
48291037,MP 0086,NA - installation of solar street lights,Normal/Others,Odisha,Odisha Constituency 86,IDA 0393,,,,,2023-09-12,312241,Approved by IDA,Unsanctioned,Rajya Sabha,0,
49706efe,MP 0053,NA - construction of boundary wall for school,Normal/Others,Delhi,Delhi Constituency 53,IDA 0085,,,,Village 64,2023-05-31,694387,Approved by IDA,Sanctioned,Rajya Sabha,1,ghost_project
a8028dca,MP 0125,NA - repair of drinking water supply pipeline,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 125,IDA 0265,,Ward 11,Block 15,,2023-06-22,922599,Action Pending,Sanctioned,Rajya Sabha,0,
b6cc5af6,MP 0284,NA - installation of solar street lights,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 284,IDA 0112,,,Block 10,,2023-09-10,467933,Rejected by IDA,Unsanctioned,Lok Sabha,0,
19bbcfcb,MP 0098,NA - installation of CCTV surveillance system,Normal/Others,Gujarat,Gujarat Constituency 98,IDA 0311,,,,,2023-04-02,260819,Rejected by IDA,Unsanctioned,Lok Sabha,0,
55308d32,MP 0193,NA - renovation of government school building,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 193,IDA 0161,,,,,2023-09-22,1106115,Action Pending,Unsanctioned,Lok Sabha,0,
1275efa1,MP 0173,NA - installation of hand pumps and borewells,Normal/Others,Haryana,Haryana Constituency 173,IDA 0049,,Ward 7,Block 1,Village 36,2024-03-05,125394,Action Pending,Unsanctioned,Lok Sabha,0,
fb2236d1,MP 0202,NA - renovation of government school building,Normal/Others,Karnataka,Karnataka Constituency 202,IDA 0382,,Ward 17,Block 12,,2024-02-15,2075348,Action Pending,Ongoing,Lok Sabha,0,
ba3adf64,MP 0192,NA - construction of cremation ground shed,Normal/Others,Odisha,Odisha Constituency 192,IDA 0355,,Ward 2,,Village 25,2023-12-25,267714,Approved by IDA,Sanctioned,Lok Sabha,0,
777c5535,MP 0217,NA - installation of RO water purification unit,Normal/Others,Karnataka,Karnataka Constituency 217,IDA 0092,,,Block 4,Village 78,2023-04-04,132289,Action Pending,Unsanctioned,Lok Sabha,0,
b280473f,MP 0010,NA - installation of street lights,Normal/Others,Jharkhand,Jharkhand Constituency 10,IDA 0250,,Ward 20,Block 14,,2023-06-27,149170,Action Pending,Unsanctioned,Rajya Sabha,0,
26b98797,MP 0216,NA - installation of CCTV surveillance system,Normal/Others,Punjab,Punjab Constituency 216,IDA 0257,,,Block 8,,2023-04-06,187713,Approved by IDA,Unsanctioned,Lok Sabha,0,
